,user_name,user_description,text,hashtags,source
1257,👟 Deadstock Deals 👟,"👟Top Rated Discounts and Sales on Amazon and Limited Sneakers!
👟Early Links for Exclusive Releases!
👟All Links from 100% Authentic Retailers!","Neighborhood Japan Black Icon Savage LVL4 Denim Jeans Pant XL FW 2010 JP Supreme | eBay
US $499.99

CLICK FOR DEAL LINK!
https://t.co/aCJIPWUk9r

#TheNorthFace #Nike #adidas #Hypebeast #Amazon #eBay #AmazonDeals #DailyDeals #eBayDeals https://t.co/gb733Ca5sx",,Blog2Social APP
1258,Elite_Resale_Shop,,Check out Nike iD LeBron 14 XIV 926720-991 Custom Multi-Color Men's Size 14 NIB https://t.co/9oJnXhLdfy #eBay via @eBay,['eBay'],Twitter Web App
1259,Ivan,💙💛💙,OFF WHITE LA BABY SIEMPRE NIKE,,Twitter for Android
1260,Keith Holven,"I animate & stuff, often for that show about a horse, or the one about the birds... he/him","@Christina15_90 @Sergios23630938 @themandalorian The shirt was a Nike shirt, too. Worn at a film festival Nike sponsored, that she was invited to speak at, and the shirt was worn by some of the festival staff, as I understand it.

Quit being so entitled.",,Twitter for iPhone
1261,SNKR_TWITR,"Connecting the Sneaker Community to Footwear, Apparel, Accessories.Tweets may contain affiliate links. Not affiliated with Twitter. Also follow @snkr_links","AD: 20% off the Kids Jordan Retro 7 'Barely Grape' w/code MOMSDAY

GS https://t.co/Iyegm6UyCE
TD https://t.co/hG8Qgdd9da

*PS sold out https://t.co/gOpLXoTDgm",,Twitter for iPhone
1262,armand sutansyah,"I'm a father of two daughter..my hobbies are travelling and sometime play a kind of music instrument like drum,bass etc....","""Valencia revs up for DragRaceES while discussing paranormal activity on CuartoMilenio, all while cruising in a Honda with a pair of Jordans and proudly supporting Atleti.""",,Twitter Web App
1263,Natalie,"Seller of handmade - wirework, leather, fiber and metal crochet, also upcycled items.",Check out this listing I just added to my #Poshmark closet: Nike Running quarter zip size medium. https://t.co/4OXv001cTE #shopmycloset @poshmarkapp,['Poshmark'],Poshmark
1264,ムース 🪐 (57-25),17 | 𝐂𝐞𝐥𝐭𝐢𝐜𝐬 • 𝐑𝐞𝐝 𝐒𝐨𝐱 • 𝐆𝐢𝐚𝐧𝐭𝐬 • 𝐁𝐫𝐮𝐢𝐧𝐬 • 𝐌𝐞𝐫𝐜𝐞𝐝𝐞𝐬 𝐅𝟏 | Known Troll | @franchycordero and @lewishamilton stan | #LLTC🕊,@adamfrom614 @Reflog_18 @airmovie Jordan signs with Adidas,,Twitter for iPhone
1265,Athletic Shoes Women,Women's Sneakers. Selected Items. Product Information. Daily Updated (eBay Links),Adidas Yeezy 350 V2 Grey Sneakers Size 5 1/2 US https://t.co/hr2gK4TtKm eBay https://t.co/WPOke1YBiD,,dlvr.it
1266,‎‏ً,grenadine quarantine i like you a lot,He told me nike just do it hands on my breast and my batty like he knew it https://t.co/wd9Tin9NZs,,Twitter for iPhone
1267,JustFreshKicks,"Providing sneaker news, release dates, launch links, restock alerts, leaks & more. Links may be affiliated. Turn notifications ON 🔔","Detailed Look: Sean Wotherspoon x adidas Gazelle Indoor ""Corduroy"" https://t.co/pJDAUwQ5Wv https://t.co/AVFBLRPbC7",,Buffer
1268,lexi hearts 🎨💜 lexihearts.tez,"trashies mint at https://t.co/kEixtfjH3g mixed media artist from new york city Eth, tezos, solana ... linktree below https://t.co/ilkoNwtnHh","Future Kicks series

1/1 art to fully put our personalities on display. From pop culture references to pure art, this eclectic collection 

minting is done thru @thirdweb
 art reveals after minting

https://t.co/6qqCNEcrGA 

#NFT #sneakerheads #cryptoart #Nike https://t.co/rPqkHZdE3e",,TweetDeck
1269,Emery Trae Thompson,MSU com major #com309,Branding is 🔑!Which is why @Nike  will be top of the chain for signing @KingJames to a life time contract💰💰💰💰 over a 20 year career in nba has never had a scandal. While also being in the spotlight since his early! Great job Nike! Butttt on the other hand #JaMorant🤦🏾‍♂️ #Com309,,Twitter for iPad
1270,Shell Spence Shop,"Poshmark Closet with affordable and fashionable finds. All items are new or gently loved. Designer, Trending, Trusted- Some home items too!",Check out this listing I just added to my #Poshmark closet: Cole Haan Nike Air Sling Back Platform Orange &amp; Raffia Patent Leather Sz 6 - EUC. https://t.co/ljE5uW744P #shopmycloset @poshmarkapp,['Poshmark'],Poshmark
1271,Clara Linet,Hellooo,Nike air https://t.co/RgBFAjACjn,,Twitter for iPhone
1272,Into the Topherverse 🟧,"Progressive, pro-choice, pro-LGBTQ+, pro-assault weapons ban. I fight against anti-American MAGAs & Christofascists.",@SurelyBuirley @Liz_Wheeler Name one single time a boycott from the Right has tanked any company? How’s Nike doing these days?,,Twitter for iPhone
1273,Posh Ambassador!,Check out my closet on Poshmark: jensjeans,Check out this listing I just added to my #Poshmark closet: Girls NIKE Dri-Fit Tempo Shorts- Small. https://t.co/w9mIG83Hqg #shopmycloset @poshmarkapp,['Poshmark'],Poshmark
1274,𝙎𝙃𝙊𝙀𝙈𝘼𝙉𝙄𝘼𝙌💫 ​,"Release / News /
Sneaker Stores Affiliate 
#Shockdrop info & #Restock | #Nike #Jordan #Cookgroup Tweets. Follow us & Turn on notification🔔 ShoemaniaQ@gmail.com","Ad: + Off-White Air Force 1 leather sneakers
- https://t.co/pdzNgHYWYL https://t.co/rvOKBYxnLr",,Captain Sneakers by ShoemaniaQ
1275,JERIEL,Father| Husband| Son| Storyteller| Ad Black Man,@rahsh33m Nike shirt almost lost his entire life,,Twitter for iPhone
1276,Kicks Resale 👟,Tweeting nothing but shoe sales. I receive a commission from my partners. DM for details.,Nike Air Max 1 Ugly Duckling Pecan Yellow Light Brown DZ0482-200 Mens New  #ad #sneakerhead  https://t.co/6R1qAw54j5,"['ad', 'sneakerhead']",kicksresale
1277,Knightimous 💚,"🔴 Comics Film Horror ||
Personality of Jason Todd but an ass like Dick Grayson :

YouTube - https://t.co/uCnAKLkEkN

Letterboxd - https://t.co/PSkByGT5xX",@MichaelMatteoRo Michael B Jordans character in chronicle https://t.co/zH5pnI4asF,,Twitter for Android
1278,𝙎𝙃𝙊𝙀𝙈𝘼𝙉𝙄𝘼𝙌💫 ​,"Release / News /
Sneaker Stores Affiliate 
#Shockdrop info & #Restock | #Nike #Jordan #Cookgroup Tweets. Follow us & Turn on notification🔔 ShoemaniaQ@gmail.com","Ad: Dunk Low Retro leather sneakers
- https://t.co/1VaHfgy6Z5 https://t.co/SRegNlfjW9",,Captain Sneakers by ShoemaniaQ
1279,The Closet Inc.,Trendsetters since 1998! The Closet Is a Canadian leader in exclusive footwear & apparel!,"WOMEN'S NIKE DUNK HIGH SE ""CLOUDS CELESTINE BLUE""😁
https://t.co/41vVgjTQp8

NIKE COLLECTION🙌
https://t.co/sWjrxV0XUb

Reg $175.00

Discounts applied in cart, some exclusions apply

For all inquiries please email Info@theclosetinc.com.✉️ https://t.co/rEVQzyfAZo",,Social Reputation
1280,Elon Musk Sucks Donkey Balls,Recovering shoe addict. I took the blue pill and saw through the matrix. #boycotttrophyroom Reach me at mynikelife23@gmail.com,Giannis F’ed these bets today 🤦🏻‍♂️ @CodyBrownBets,,Twitter for iPhone
1281,Reeling Richard,“your lips my lips…Apocalypse”,🏃‍♂️ 100 miles since January 1st. Onward to the next 💯… @Nike @nikerunclub  #Nike #Denver #runner (5 weeks out for @runcolfax 🌆 ) https://t.co/nawyt9nfSV https://t.co/mDMWokj0em,"['Nike', 'Denver', 'runner']",Twitter for iPhone
1282,Szymon Krakowian,Empowering entrepreneurs to achieve their goals through marketing expertise. | Boosting your Social Media. | 6 years in Personal Growth. | Web3 Enthusiast.,"7/ Immerse Yourself in Shoe Dog: I believe that Phil Knight's biography is an essential read for those seeking in-depth knowledge. 

Discover how Nike sells stories, not just products, and embark on a journey with the man behind the brand. Don't miss out! (7/7)",,Twitter Web App
1283,Szymon Krakowian,Empowering entrepreneurs to achieve their goals through marketing expertise. | Boosting your Social Media. | 6 years in Personal Growth. | Web3 Enthusiast.,"6/ Resilience and Perseverance: Nike faced numerous challenges, from daunting lawsuits to production setbacks. 

Phil Knight's unwavering determination allowed the company to triumph over obstacles and continue to prosper. Never back down! (6/7) https://t.co/Cv88NRSXoC",,Twitter Web App
1284,Szymon Krakowian,Empowering entrepreneurs to achieve their goals through marketing expertise. | Boosting your Social Media. | 6 years in Personal Growth. | Web3 Enthusiast.,"4/ The Magic of Branding: The iconic ""Just Do It"" slogan and the legendary Swoosh logo became Nike's identity.

 Knight understood the power of branding, a crucial lesson for every ambitious entrepreneur. Make your mark! (4/7)",,Twitter Web App
1285,𝙎𝙃𝙊𝙀𝙈𝘼𝙉𝙄𝘼𝙌💫 ​,"Release / News /
Sneaker Stores Affiliate 
#Shockdrop info & #Restock | #Nike #Jordan #Cookgroup Tweets. Follow us & Turn on notification🔔 ShoemaniaQ@gmail.com","Ad: Dunk Low Retro Distressed Suede, Mesh and Textured-Leather Sneakers
- https://t.co/UwyoZund6d https://t.co/6L57hd8q4W",,Captain Sneakers by ShoemaniaQ
1286,Szymon Krakowian,Empowering entrepreneurs to achieve their goals through marketing expertise. | Boosting your Social Media. | 6 years in Personal Growth. | Web3 Enthusiast.,"3/ Global Domination: Nike's founder knew the significance of international expansion and market diversification. 

Phil Knight transformed Nike into a global powerhouse, making it a brand recognized in every corner of the world. (3/7)",,Twitter Web App
1287,Aunt McGeddon,"Cis queer guy. Psychology postgrad. ADHDer. Trans rights are human rights. Black Lives Matter. He/him. EVERYONE has pronouns, sweetie.",@Scarfer13 @TalkTV @andrejpwalker @lacey_butcher @OliLondonTV @lizziecundy Lmao and yet you lot whining about Dylan's sponsorships has given Bud Light and Nike the most news coverage either brand has had in years 😂😂😂🤡,,Twitter for Android
1288,Szymon Krakowian,Empowering entrepreneurs to achieve their goals through marketing expertise. | Boosting your Social Media. | 6 years in Personal Growth. | Web3 Enthusiast.,"1/ Nike's Billion-Dollar Secrets: Unravel the mind-blowing success strategies of Phil Knight, CEO of the giant Nike, in his biography ""Shoe Dog.""

Dive into one of the best business books and learn the top lessons! (1/7) https://t.co/FHxqMZuXJA",,Twitter Web App
1289,𝙎𝙃𝙊𝙀𝙈𝘼𝙉𝙄𝘼𝙌💫 ​,"Release / News /
Sneaker Stores Affiliate 
#Shockdrop info & #Restock | #Nike #Jordan #Cookgroup Tweets. Follow us & Turn on notification🔔 ShoemaniaQ@gmail.com","Ad: Air Jordan 4 Retro rubber-trimmed leather high-top sneakers
- https://t.co/EVCw2DIn9R https://t.co/DEx8C1ZlYX",,Captain Sneakers by ShoemaniaQ
1290,DaBatman82 🧑🏾‍💻,👨🏾‍🎓 🧑🏾‍💻Breathe. Laugh. Repeat.,@Ballislife Not the security camera footage. Nike needs to edit that footage out. https://t.co/ioDJagEQWk,,Twitter for iPhone
1291,BigBoyLuLu2x,"Snapchat:Madig0tbars                                                                                             
*KingMadi* 
R.S.R.R
SWITCHErGoneWild
#FreeMadi",Stay away frm niggas who hate Jordans..,,Twitter for Android
1292,👟 Deadstock Deals 👟,"👟Top Rated Discounts and Sales on Amazon and Limited Sneakers!
👟Early Links for Exclusive Releases!
👟All Links from 100% Authentic Retailers!","Mark Dean Veca Grateful Dead Stealie Blotter Hand Embellished Art Print #/25 | eBay
US $499.99

CLICK FOR DEAL LINK!
https://t.co/941eWsq3T8

#TheNorthFace #Nike #adidas #Hypebeast #Amazon #eBay #AmazonDeals #DailyDeals #eBayDeals https://t.co/YhuZaodd65",,Blog2Social APP
1293,OCCollects,I like the sneakers I like,"The Nike Dunk Low PRM Setsubun, one of the best dunks I’ve seen lately! 

In celebration of one of Japans Traditions. Ending the season of Winter, natives all around celebrate by the eating and throwing of beans to get rid of evil spirits. 

https://t.co/wPGVlj4BW6",,Twitter for iPhone
1294,As You Sow,"Empowering shareholders to change corporations for good.
#ESG #PlasticPolution #CEOPay #NetZero #ProxyPreview #SocialJustice #Pesticides #InvestYourValues","Even though @Nike has a long way to go before it can be considered sustainable, it has stepped up efforts to improve diversity and gender equity with a global workforce that is 51% female with 100% pay equity across all employee levels since 2020.
https://t.co/Yy3OKA5Q4X",,Hootsuite Inc.
1295,Sneaker News,The Authority in Sneaker News. // Join our new web3 community: @sncollectorclub,More Details 📝: https://t.co/rHWptabMjy,,Buffer
1296,Bruce Banner 🖤❤️🧡💛💚💙💜🖤,🏳️‍🌈 ♈️🌞-♑️🌝-♌️⬆️ 🏳️‍🌈,I wish Nike made 3/4 length socks!,,Twitter for iPhone
1297,Celine EX,"Σελήνη 
Ω 
 ⲥⲏⲁⲓⲛ ⲃꞅⲉⲁⲕⲉꞅ

 𝕃𝕠𝕧𝕖 •сенсей•~",@memesus77 @QuantumFekT @nachodelaheysus @tearsintherain1 @Michaeldoge420 @StarshipDock @TheKatsKid1 @ALi3NKAT @watawatadayone @AndreMillaire @Lionelclone1 @PryZmRuleZZ @lottkaren54 @SpadersNFTs @Rajtwittz @DogeAccept @musicphantom69 @jewel_gardener @d1dave123 @dawnheartLRPS @sofakingdoge2nd @kym_head @YeshuaisSavior @PiaPanda96 @PleiadesPlZ @YadiraRussell9 @YOUniverse999 @MaximoBanksy @bugaloo_2 @13dogecoin @boozelee86 @h_artsNcrafts @MarshaW15161057 @codehurtsbrain @elonmusk @Tesla @Tesla_Megapack @Grimezsz @dogecoin @Nike @historydefined @HistoryInPics @NelsonMandela @YourHomeMars @SpaceX Put you to bed wit the yellow muscle 🚗 😂😂😂😂,,Twitter for Android
1298,City Gear,Are you a sneakerhead looking to rock the hottest style from the streets and the best sneaker heat? We got you.,"🏀 🏀 Become the home court hero. 👑 👑 

#Jordan #CityGear #MySpring #StaroftheShow #aj1 #sneakerhead

https://t.co/xRvzZzs2zA https://t.co/LsseIqZYML","['Jordan', 'CityGear', 'MySpring', 'StaroftheShow', 'aj1', 'sneakerhead']",Sprinklr Publishing
1299,Paul R. Jones,"Hello, I am Abu Taher. I like to make  new Friends. I will upload here  my personal gift card code .","Claim Your $100 Nike Gift Card!
#enteryourinformationtobegin
#enteryourinformation
#pleaseenteryourinformationbelow
#Taher00
Submitted  your mail for great opportunity this link https://t.co/MP3aYCwqVJ","['enteryourinformationtobegin', 'enteryourinformation', 'pleaseenteryourinformationbelow']",Twitter for Android
1300,Kirkland Brand Genome Soldier,They can't ban this snowman,Jigga and Yeezy left money on the table by not doing Niggas in China,,Twitter for Android
1301,KicksFinder,"Links to the best sneaker releases, deals and restocks. (Affiliate links)","Ad: Is Black Pantehr your favorite Marvel superhero? Available via adidas US
Black Panther x Marvel x adidas Ultraboost 5.0
Use code WEEKEND for $120 + Free shipping and returns ($200 Retail)

&gt;&gt; https://t.co/01ZHyEjPWM https://t.co/YYeyddVwld",,Buffer
1302,Sneaker Drop,"Please read pinned tweet | Sneakers, Apparel, & More | Tag us in your sneaker pics #SneakerDrop 👟 | Sneaker Release Calendar https://t.co/ooYMXVOD1h 📆","ad: Nike Air Futura Luxe Tote starting at only $36 with FREE shipping

use code MOMSDAY at checkout

BUY HERE -&gt; https://t.co/bRWbWy9sig https://t.co/2PkULCFddW",,TweetDeck
1303,adidas alerts,"adidas Releases, Restocks, and News by @712LINKS • tweets contain affiliate links","Sizes XS-2XL on #adidas US.
adidas Argentina 2022 Winners Home Kit.
🔗 https://t.co/AvpZUFhWB4  ad https://t.co/noeetBAjcZ",['adidas'],TweetDeck
1304,Marko,,@jordanbpeterson @Budweiser @Nike Are you truly promoting cancel culture now? Fuxache.....,,Twitter for Android
1305,Seller Hub,"I tweet deals that may contain affiliate links. As an Amazon Associate, I earn from qualifying purchases.","#Adidas #Yeezy #Boost380 Blue Oat Non-Reflective Blue Oat Q47306 Fashion Shoes

https://t.co/uEI7hGsFme","['Adidas', 'Yeezy', 'Boost380']",IFTTT
1306,Crypto Hoff ($voxel and #ltc maximalist),"16.000% up (03/2023).
I'm only long, chicks dig it.

Sarcastic to the pain, but Elon said it's ok.

https://t.co/J111lGa6ja","@ThinkingBitmex Some shorts are in order sir.
But please, do not change mind.
It'll help.
Don't worry. It's for a good cause.
Be like Nike. Be like - I'm doing this for others.
Do it! No worries. What can go wrong?
Thanks.",,Twitter Web App
1307,Raymondmorning,My smarts,@eyeNoThings @BlackNewsPortal @NBA When the NBA wrong kyrie i tweeted Blk ppl don't buy anymore NBA or Nike products until they both openly apologize to the Blk ppl of America but do Blk ppl ever listen i would say no cause they never learn to jump on code and stay strong at it,,Twitter for Android
1308,Michael Wiley,,@atensnut You guys Get butt hurt over anything I remember when you were smashing your Keurig machines and Burning your Nike shoes. Last I checked both companies were doing well.,,Twitter for iPad
1309,Posh Ambassador!,Check out my closet on Poshmark: jensjeans,Check out this listing I just added to my #Poshmark closet: NIKE Tempo Shorts- X-Small. https://t.co/1un1sioT6Z #shopmycloset @poshmarkapp,"['Poshmark', 'shopmycloset']",Poshmark
1310,Posh Ambassador!,Check out my closet on Poshmark: jensjeans,Check out this listing I just added to my #Poshmark closet: NIKE Women’s Tempo Shorts- XS. https://t.co/av2xUAOH5m #shopmycloset @poshmarkapp,['Poshmark'],Poshmark
1311,StarSvelte,"In the face of irony, I post.",@EndWokeness New Nike ad?,,Twitter Web App
1312,TT,.˳⁺⁎˚ ︻デ═一 ♡ ~ .˳⁺⁎˚ | ɪɢ: ʟɪᴛᴇʀᴀʟʟʏ_ᴛᴛ,I want a Nike tech,,Twitter for iPhone
1313,Seller Hub,"I tweet deals that may contain affiliate links. As an Amazon Associate, I earn from qualifying purchases.","Checkout Sneakerzium Shop and Find Sales on 
#AirJordans  #Nike #AirMax #SB #Dunks ...
@eBay #Sneaker Sale

https://t.co/v2oX45eBNu","['AirJordans', 'Nike', 'AirMax', 'SB', 'Dunks', 'Sneaker']",IFTTT
1314,Keith Holven,"I animate & stuff, often for that show about a horse, or the one about the birds... he/him","@Christina15_90 @Sergios23630938 @themandalorian “The Force is Female” was a Nike slogan. 

Nothing’s been ruined. Let the story unfold.",,Twitter for iPhone
1315,Qu@ntumF_ekT✨️🧡MartianPlan9💜,"Im Weird❤️🧡💛💚💙💜🐺🌙🌕🤪😂
Time to go to the next Planet✨️ InterGalactic Seeker 🕉⚛️☮️
Elon Musk Supporter
#DogeToTheMoon & Mars🚀❤","@nachodelaheysus @tearsintherain1 @Michaeldoge420 @memesus77 @IamCelineMarie @StarshipDock @TheKatsKid1 @ALi3NKAT @watawatadayone @AndreMillaire @Lionelclone1 @PryZmRuleZZ @lottkaren54 @SpadersNFTs @Rajtwittz @DogeAccept @musicphantom69 @jewel_gardener @d1dave123 @dawnheartLRPS @sofakingdoge2nd @kym_head @YeshuaisSavior @PiaPanda96 @PleiadesPlZ @YadiraRussell9 @YOUniverse999 @MaximoBanksy @bugaloo_2 @13dogecoin @boozelee86 @h_artsNcrafts @MarshaW15161057 @codehurtsbrain @elonmusk @Tesla @Tesla_Megapack @Grimezsz @dogecoin @Nike @historydefined @HistoryInPics @NelsonMandela @YourHomeMars @SpaceX I would give you hug earlier, But you keep telling me bedtime 😄🫂💚💐 https://t.co/BcinZ5wWCA",,Twitter for Android
1316,WSLY SNPES,0 stress.,@xglyman @Mojoaf Yeezy no be just normal Adidas,,Twitter for iPhone
1317,Shrrene Minard,"Sassy,Sarcastic & a little strange. A Mom,Wife,Friend,Sister, Daughter.Abuse & Trauma survivor. I am in active recovery living the recovery life out loud!",Check out this listing I just added to my #Poshmark closet: NASCAR Dale Earnhardt Jr Adidas National Guard Amp Energy Jacket Sz 2XL. https://t.co/PkkVhB2on8 #shopmycloset @poshmarkapp,['Poshmark'],Poshmark
1318,Christopher 🕳️🐇,"🇬🇷 ⚔️ 🇨🇦 ~ Spirtual Renegade ~ Truth Seeker ~ Freedom Lover ~ Visionary ~ Fitness & Health Enthusiast ~ Music Enthusiast
~ Crypto Enthusiast","@BitcoinBuddy_ @MASTERBTCLTC @MatthewHyland_ It's also like saying, why buy Adidas, when we have Nike.",,Twitter for Android
1319,Jamaal Al-Din (227's YouTube Chili'🌶 Walmart Mix),227's YouTube Chili'🌶️ Gillette Spicy' NFL MLB NHL NBA Mix! https://t.co/yHc7dwlK4i https://t.co/yIuTUY37Rl https://t.co/lVjNtLwWwe https://t.co/acS5SO5PiO,NBA Leader: 28.8 PPG 227's YouTube Chili' LeBron Chili' James 28.8 PPG 8.4 RPG 6.8 APG #LakeShow Spicy' https://t.co/y8hcVSUc1R https://t.co/3bgzz5yKhL #LeBron #KingJames Postgame Interview | Los Angeles Lakers dominate Memphis… https://t.co/Pke93MqAvq https://t.co/sfFFsBA7cx,['LakeShow'],dlvr.it
1320,Jamaal Al-Din (227's YouTube Chili'🌶 Walmart Mix),227's YouTube Chili'🌶️ Gillette Spicy' NFL MLB NHL NBA Mix! https://t.co/yHc7dwlK4i https://t.co/yIuTUY37Rl https://t.co/lVjNtLwWwe https://t.co/acS5SO5PiO,"NBA Leader: 28.8 PPG 227's YouTube Chili' LeBron Chili' James 28.8 PPG 8.4 RPG 6.8 APG #LakeShow Spicy' https://t.co/y8hcVSUc1R https://t.co/3bgzz5yKhL #LeBron #KingJames Reacts To Lakers Game 1 vs Grizzlies | April 16, 2023: 👑… https://t.co/tRIbpRG86X https://t.co/sfFFsBA7cx",['LakeShow'],dlvr.it
1321,Jamaal Al-Din (227's YouTube Chili'🌶 Walmart Mix),227's YouTube Chili'🌶️ Gillette Spicy' NFL MLB NHL NBA Mix! https://t.co/yHc7dwlK4i https://t.co/yIuTUY37Rl https://t.co/lVjNtLwWwe https://t.co/acS5SO5PiO,"NBA Leader: 28.8 PPG Darvin Ham reveals 227's YouTube Chili' LeBron Chili' James 28.8 PPG 8.4 RPG 6.8 APG #LakeShow Spicy' https://t.co/y8hcVSUc1R https://t.co/3bgzz5yKhL #LeBron #KingJames, Anthony Davis get major injury updates… https://t.co/2US9etEoro https://t.co/sfFFsBA7cx",['LakeShow'],dlvr.it
1322,Jamaal Al-Din (NBA NFL MLB NHL #COVID19),Jamaal Al-Din's Hoops 227 (227's™ YouTube Chili' #NBA) https://t.co/aGbez5npfX https://t.co/AT4RNeTIDh https://t.co/aT3rBo0EYf https://t.co/pfNag7DgBj https://t.co/bg6HbrSbqO,"NBA Leader: 26.1 PPG ""227's YouTube Chili' Anthony Chili' Davis 227's™ YouTube Chili' Stats Leader: Anthony Chili' Davis 26.1 PPG 12.5 RPG 2.6 APG #LakeShow #NBA #NIKE'Spicy' NBA Mix! https://t.co/26hZVIC7oF #LakeShow Spicy'… https://t.co/rDiUy5uDmb https://t.co/MzqM4JlgpP",,dlvr.it
1323,Gloria Bunosso,,Nike Does Something Even Worse Than Bud Light with Latest Move - And Kids Are Involved https://t.co/T3dXTT6LjC,,Twitter for iPhone
1324,Raechee,"❤️🦾striving to help humanity , everyday ,forever 👍🤩🦾🔥❤️",@tearsintherain1 @nachodelaheysus @Michaeldoge420 @IamCelineMarie @QuantumFekT @StarshipDock @TheKatsKid1 @ALi3NKAT @watawatadayone @AndreMillaire @Lionelclone1 @PryZmRuleZZ @lottkaren54 @SpadersNFTs @Rajtwittz @DogeAccept @musicphantom69 @jewel_gardener @d1dave123 @dawnheartLRPS @sofakingdoge2nd @kym_head @YeshuaisSavior @PiaPanda96 @PleiadesPlZ @YadiraRussell9 @YOUniverse999 @MaximoBanksy @bugaloo_2 @13dogecoin @boozelee86 @h_artsNcrafts @MarshaW15161057 @codehurtsbrain @elonmusk @Tesla @Tesla_Megapack @Grimezsz @dogecoin @Nike @historydefined @HistoryInPics @NelsonMandela @YourHomeMars @SpaceX Seeet dreams B https://t.co/5sKVVtQpk0,,Twitter for iPhone
1325,🥷.,unavailable,"Anyone selling the Crtz x Nike air max 95 (les bleus) size 8.5 or 9? No muggy prices though, need them to complete the trilogy😅",,Twitter for iPhone
1326,supker,supremeやNIKE、adidasなど人気スニーカーなどの情報を発信しています。,Tonal Pastel Greens Anchor The Women’s adidas Response CL https://t.co/kcgBuh5gLe https://t.co/2t8wOTRXET,,IFTTT
1327,Bria,“Y’all niggas sound crazy.”,Brett is the director of immersive design at Nike? https://t.co/VcbnwVR9nf,,Twitter for iPhone
1328,Timmortal,"Developer, developing  ideas into reality. I make it Big Bang!","@Rayjigggs @Fact You are thinking too much

Why not follow nike slogan

And 
Just Do It",,Twitter for Android
1329,"Lina Spencer, M.Ed.",school psych | educational strategist | full time dog mommy,Lol idc I don’t like the way Nike is handling the distribution of Kobe’s. So lame,,Twitter for iPhone
1330,sherriroseA,"Mega GANG, Love to laugh and absorb awesome music!
🚨NO DIRECT MESSAGES! 🚨","Nike Does Something Even Worse Than Bud Light with Latest Move - And Kids Are Involved

READ: https://t.co/l7tpVaxlUi",,Twitter for Android
1331,Jordans R,"True happiness is an illusion, stay consistent and take it easy on yourself 🙃","Selling Taylor Swift the Eras tour Ticket for;
🏷️     Houston.  4/22  4/23
⁃ Foxborough, MA.   5/20
⁃ East Rutherford, NJ. 5/26 5/27
⁃ Detroit, MI.  6/9
⁃ Inglewood, CA.  8/4
DM me if you’re interested in either of these! 

#TaylorSwiftErasTour #TheErasTourTicket",,Twitter for iPhone
1332,Team M-XIV Boys,We represent the Adidas Gold boys & 17U National teams of @M14Hoops. @Adidas3SGB & @phcircuit‼️ #Repthe14,"15U Adidas Gold finish off @phcircuit #chitowntipoff with a 75-51 win over Wisconsin Crusaders Premier. The Boys went 4-0 in the A Pool‼️ 

@OtisP123 22pts 
@themasonlockett 13pts, 5 rebs, 4assts
@_jaydenriley 11pts, 5 assts
@ThaddeausTj 10pts
@louie_arzon 7pts, 6 rebs 
Ethan… https://t.co/hPh7QFHV58 https://t.co/PDBzotYB3j",['chitowntipoff'],Twitter for iPhone
1333,ELENIYAN 1 🇳🇬🦅❤️,|Aspiring political leader | Proud Nigerian progressive young turk|Tax consultant| Future billionaire | Lazy Jeen-yhus! Força Barça ♌ 🦁 Isa 45.,@ehimaggie @Leonard50310709 Your voice is too loud ooh,,Twitter for iPhone
1334,SneakersCartel.com,Founder of Sneakers Cartel. Daily sneaker updates 24/7 👟,Nike Dunk Low Gets the Dripped in Navy and Baby Blue https://t.co/gMOD1BXQoJ #sneakers https://t.co/phOS8dQaps,['sneakers'],SneakersCartel
1335,Restock4Sure,"Subscribe for Free °beta°
Push notification with profitable products 👨‍🍳","JDSports EU Restock: Nike Dunk High Women'S

🇩🇪: https://t.co/0h21FyD3I1
🇫🇷: https://t.co/GL89yFvRw7
🇮🇹: https://t.co/z0xcbB3gDg
🇳🇱: https://t.co/qjL2AILD86
🇬🇧: https://t.co/D2m43MZhCA

#Sneakers https://t.co/Jp6cmDA63A",,Restock4S
1336,S4S - Sneakers Restock 💯 FREE Service !,🔎 1st Ultimate Sneakers Finder 🤑👟 Compare +40k products price over 200 Shops | 🗓️ Calendar / 🔗 Links,"JDSports EU Restock: Nike Dunk High Women'S

🇩🇪: https://t.co/7UjeS8gQJ6
🇫🇷: https://t.co/O1RVhRNWVp
🇮🇹: https://t.co/gkLyVV8tkQ
🇳🇱: https://t.co/ZeOSVzsQlv
🇬🇧: https://t.co/0FazNfmpBt

#Sneakers https://t.co/wdQXh9rf3o",,sneaks4sure
1337,MH,,"@realmichaelseif “Nike, you should be ashamed of yourself,” she said. “You chose a little boy with no breasts and some junk in his pants to represent real women.” - Chatterbox Mama

Couldn’t agree more. Time to purge my workout gear of the wokeness.",,Twitter for iPhone
1338,nico ×͜× follow limit,".ೃ࿐ #MATT • minimum stress, maximum bless                                           #FITF • Hamburg • Oslo • Antwerp • Amsterdam  ×͜×",@LTandHsFavTulip BUT SO MANY MORE ACC but black and white lhh and THAT purple adidas photo sequence have me weak every time https://t.co/4E6Dn5WD1j,,Twitter for Android
1339,Keaton Ellis,BHSc Kinesiology | I help career driven men lose weight and build confidence without sacrificing their social lives & spending endless hours in the gym.,Tune out the opinions of others &amp; like Nike... Just do it!,,Hypefury
